,category,sub_category,brand,sale_price,market_price,type,rating
261,Beauty & Hygiene,Skin Care,Lakme,385.0,385.0,Body Care,4.5
262,Beauty & Hygiene,Health & Medicine,Tulips,80.0,80.0,Cotton & Ear Buds,4.4
263,Gourmet & World Food,Drinks & Beverages,NUTRIWISH,400.0,400.0,Health Drinks,2.5
264,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,93.5,110.0,Frozen Vegetables,4.1
265,"Foodgrains, Oil & Masala",Masalas & Spices,Aachi,29.7,33.0,Blended Masalas,5.0
266,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,30.0,50.0,Whole Spices,4.2
267,Beauty & Hygiene,Bath & Hand Wash,Chandrika ,230.4,288.0,Bathing Bars & Soaps,4.4
268,"Kitchen, Garden & Pets",Storage & Accessories,DP,169.0,309.0,Water & Fridge Bottles,3.9434095831792573
269,Beauty & Hygiene,Fragrances & Deos,Estee Lauder,3500.0,3500.0,Eau De Parfum,3.9434095831792573
270,Beauty & Hygiene,Health & Medicine,Tulips,109.0,109.0,Cotton & Ear Buds,4.0
271,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,125.0,125.0,Breakfast & Snack Mixes,3.9434095831792573
272,Gourmet & World Food,Cooking & Baking Needs,Real Thai,270.0,270.0,"Curry Paste, Coconut Milk",4.4
273,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,409.0,502.0,Glassware,3.9434095831792573
274,Cleaning & Household,All Purpose Cleaners,Faultless,285.0,285.0,Imported Cleaners,4.5
275,Beauty & Hygiene,Fragrances & Deos,United Colors Of Benetton ,1330.0,1900.0,Eau De Toilette,5.0
276,Beauty & Hygiene,Health & Medicine,Meghdoot,60.0,60.0,Ayurveda,3.9434095831792573
277,Cleaning & Household,"Disposables, Garbage Bag",Origami,140.0,140.0,"Paper Napkin, Tissue Box",4.1
278,Fruits & Vegetables,Fresh Fruits,Fresho,34.0,42.5,"Cut Fruit, Tender Coconut",3.9434095831792573
279,Gourmet & World Food,Cooking & Baking Needs,So Sweet,320.0,320.0,Exotic Sugar & Salt,3.9
280,Beauty & Hygiene,Skin Care,Aloe Veda,351.0,390.0,Aromatherapy,3.0
281,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,128.0,160.0,"Toor, Channa & Moong Dal",3.9434095831792573
282,Baby Care,Feeding & Nursing,Pigeon Baby,99.0,99.0,Sippers & Bottles,3.9434095831792573
283,Beauty & Hygiene,Fragrances & Deos,Park avenue,159.5,290.0,Men's Deodorants,3.5
284,Beauty & Hygiene,Skin Care,StBotanica,499.0,499.0,Face Care,3.9434095831792573
285,Beauty & Hygiene,Bath & Hand Wash,Himalaya,131.2,160.0,Bathing Bars & Soaps,4.3
286,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",Sunfeast,61.2,68.0,Instant Noodles,4.3
287,"Foodgrains, Oil & Masala",Dals & Pulses,PRISTINE,90.0,90.0,Cereals & Millets,4.5
288,Gourmet & World Food,"Sauces, Spreads & Dips",Montanini,325.0,325.0,Mustard & Cheese Sauces,5.0
289,Snacks & Branded Foods,Chocolates & Candies,Fabelle,350.0,350.0,Chocolates,4.5
290,Gourmet & World Food,Drinks & Beverages,Fruitoria,84.15,99.0,Gourmet Juices & Drinks,3.9434095831792573
291,Beauty & Hygiene,Skin Care,The Face Shop,900.0,1500.0,Face Care,3.9434095831792573
292,Beauty & Hygiene,Men's Grooming,Garnier Men,104.3,149.0,Face & Body,3.3
293,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,191.25,225.0,Pork & Ham,3.9434095831792573
294,Cleaning & Household,Fresheners & Repellents,Good knight,226.16,257.0,Mosquito Repellent,4.3
295,"Kitchen, Garden & Pets",Steel Utensils,Steel Lock,209.0,269.0,Steel Storage Containers,3.7
296,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,75.0,75.0,Breakfast & Snack Mixes,3.9
297,Gourmet & World Food,Drinks & Beverages,Swa Artisanal Syrups,1200.0,1200.0,Gourmet Juices & Drinks,3.9434095831792573
298,Beauty & Hygiene,Skin Care,INATUR ,273.0,420.0,Face Care,1.0
299,Gourmet & World Food,Oils & Vinegar,Urban Platter,475.0,500.0,Flavoured & Other Oils,1.0
300,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Cornitos,93.5,110.0,Roasted Seeds & Nuts,4.1
301,"Foodgrains, Oil & Masala",Rice & Rice Products,Kohinoor,399.0,569.0,Basmati Rice,3.9
302,Snacks & Branded Foods,Biscuits & Cookies,Parle,37.5,50.0,Cream Biscuits & Wafers,4.3
303,Beauty & Hygiene,Hair Care,Dr Batra's ,630.0,1050.0,Shampoo & Conditioner,5.0
304,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,236.0,295.0,Face & Body,3.0
305,Gourmet & World Food,Cooking & Baking Needs,Graminway,259.0,259.0,Flours & Pre-Mixes,4.2
306,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,549.0,732.0,Cook And Serve,2.5
307,Gourmet & World Food,Drinks & Beverages,Tealia,297.0,297.0,Gourmet Tea & Tea Bags,3.9434095831792573
308,"Kitchen, Garden & Pets",Storage & Accessories,Treo,249.0,370.0,Containers Sets,4.4
309,Beauty & Hygiene,Fragrances & Deos,Engage,231.0,420.0,Men's Deodorants,4.3
310,Gourmet & World Food,Drinks & Beverages,Karma Kettle,300.0,300.0,Gourmet Tea & Tea Bags,3.9434095831792573
311,"Kitchen, Garden & Pets",Kitchen Accessories,IRICH,475.0,1195.0,Choppers & Graters,2.6
312,"Foodgrains, Oil & Masala",Masalas & Spices,Tata Sampann,28.05,33.0,Blended Masalas,4.3
313,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,360.0,400.0,Pork & Ham,3.9434095831792573
314,Beauty & Hygiene,Oral Care,Colgate,149.72,258.0,Toothpaste,3.9434095831792573
315,Baby Care,Feeding & Nursing,Vauva,150.0,150.0,Nursing Tools,3.9434095831792573
316,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,29.0,38.0,Containers Sets,3.6
317,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Meatzza,285.0,300.0,Chicken Sausages,3.9434095831792573
318,Beauty & Hygiene,Skin Care,Nivea,86.4,90.0,Face Care,4.2
319,Beauty & Hygiene,Skin Care,Vlcc,63.0,70.0,Face Care,4.1
320,Beverages,Energy & Soft Drinks,Sprite,38.0,40.0,Cold Drinks,4.3
321,Gourmet & World Food,Drinks & Beverages,Nestle ,425.0,425.0,Coffee & Pre-Mix,3.9434095831792573
322,Cleaning & Household,Bins & Bathroom Ware,MVS,219.0,265.0,Dustbins,2.8
323,Beauty & Hygiene,Hair Care,Stonesoup,295.0,295.0,Shampoo & Conditioner,3.9434095831792573
324,"Kitchen, Garden & Pets",Crockery & Cutlery,Seven seas,789.0,1041.0,Glassware,3.9434095831792573
325,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,1229.0,1895.0,Dinner Sets,3.8
326,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,140.0,140.0,Ayurveda,3.9434095831792573
327,"Kitchen, Garden & Pets",Storage & Accessories,Treo,290.0,290.0,Water & Fridge Bottles,3.9434095831792573
328,Cleaning & Household,Detergents & Dishwash,bb Combo,87.0,95.0,Detergent Bars,3.9434095831792573
329,Beverages,Tea,Typhoo,166.0,195.0,Tea Bags,4.5
330,Snacks & Branded Foods,Breakfast Cereals,True Elements,352.0,400.0,Oats & Porridge,3.9434095831792573
331,Gourmet & World Food,Chocolates & Biscuits,Delfi,275.0,275.0,"Cookies, Biscotti, Wafer",3.9434095831792573
332,Snacks & Branded Foods,Breakfast Cereals,NUTRIWISH,650.0,650.0,Oats & Porridge,3.5
333,Fruits & Vegetables,Fresh Vegetables,Fresho,50.0,62.5,Exotic Vegetables,3.9434095831792573
334,Gourmet & World Food,Tinned & Processed Food,Habit,180.0,200.0,"Olive, Jalapeno, Gherkin",4.0
335,Snacks & Branded Foods,Ready To Cook & Eat,MTR,60.0,60.0,Breakfast & Snack Mixes,4.1
336,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",FabBox,185.0,185.0,Roasted Seeds & Nuts,3.9434095831792573
337,Beauty & Hygiene,Skin Care,Organic Harvest,112.5,125.0,Face Care,2.5
338,"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,318.0,318.0,Muffins & Cup Cakes,3.9434095831792573
339,Snacks & Branded Foods,Snacks & Namkeen,Saffola,180.0,195.0,Oats & Porridge,4.2
340,Beauty & Hygiene,Skin Care,Soft Touch,475.0,475.0,Face Care,4.5
341,Beauty & Hygiene,Skin Care,Aroma Magic ,178.5,210.0,Face Care,4.1
342,"Kitchen, Garden & Pets",Steel Utensils,Frestol,549.0,1299.0,Copper Utensils,2.4
343,Beauty & Hygiene,Fragrances & Deos,Jaguar,1900.8,3300.0,Eau De Toilette,3.9434095831792573
344,Beauty & Hygiene,Hair Care,Dabur Vatika,171.0,190.0,Shampoo & Conditioner,4.2
345,Beauty & Hygiene,Oral Care,Neem ,65.0,80.0,Toothpaste,4.3
346,Gourmet & World Food,Oils & Vinegar,Oleiva Gold,3330.0,3330.0,"Pure, Pomace Olive Oil",3.5
347,"Kitchen, Garden & Pets",Crockery & Cutlery,Ocean,579.0,888.0,Glassware,3.9434095831792573
348,Beauty & Hygiene,Hair Care,Schwarzkopf Professional,900.0,900.0,Shampoo & Conditioner,5.0
349,Gourmet & World Food,"Sauces, Spreads & Dips",Urban Platter,332.5,350.0,Salad Dressings,3.4
350,Fruits & Vegetables,Fresh Fruits,Fresho,330.0,418.75,Exotic Fruits,3.9434095831792573
351,Gourmet & World Food,Cooking & Baking Needs,Geo-Fresh,99.0,99.0,"Herbs, Seasonings & Rubs",4.2
352,Gourmet & World Food,"Sauces, Spreads & Dips",Cornitos,140.25,165.0,"Hummus, Cheese, Salsa Dip",3.9434095831792573
353,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Yoga bar,40.0,40.0,Cereal & Granola Bars,4.0
354,Beauty & Hygiene,Oral Care,Himalaya,45.0,50.0,Toothpaste,4.3
355,Beauty & Hygiene,Skin Care,Kaya Youth,104.3,149.0,Face Care,4.3
356,Beauty & Hygiene,Hair Care,Himalaya,123.5,130.0,Shampoo & Conditioner,4.2
357,Baby Care,Baby Food & Formula,Slurrp Farm,300.0,300.0,Organic Baby Food,4.0
358,"Foodgrains, Oil & Masala",Masalas & Spices,bb Popular,18.4,30.0,Whole Spices,4.1
359,Beauty & Hygiene,Hair Care,Prakrta,370.5,390.0,Hair Oil & Serum,5.0
360,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",ENE,168.75,225.0,Chilli & Soya Sauce,5.0
361,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,149.0,215.0,Dry Fruits & Berries,3.9434095831792573
362,"Foodgrains, Oil & Masala",Organic Staples,24 Mantra,48.0,48.0,Organic Masalas & Spices,4.1
363,"Kitchen, Garden & Pets",Steel Utensils,Vinod,399.0,435.0,Bowls & Vessels,4.1
364,"Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,1986.6,2220.0,Pet Meals & Treats,3.9434095831792573
365,"Eggs, Meat & Fish","Sausages, Bacon & Salami",Fresho Signature,410.4,456.0,Pork & Ham,3.9434095831792573
366,Snacks & Branded Foods,Pickles & Chutney,Delight Foods,210.0,210.0,Other Veg Pickle,2.0
367,Baby Care,Diapers & Wipes,Huggies,388.88,425.0,Diapers,3.8
368,Snacks & Branded Foods,Breakfast Cereals,Bagrrys,320.0,320.0,Muesli,4.3
369,"Eggs, Meat & Fish",Fish & Seafood,Seastar,499.0,499.0,Frozen Fish & Seafood,3.9434095831792573
370,Gourmet & World Food,Tinned & Processed Food,Hugo Reitzel ,607.75,715.0,Tomatoes & Vegetables,5.0
371,"Bakery, Cakes & Dairy",Dairy,Amul,20.0,20.0,"Flavoured, Soya Milk",4.2
372,Gourmet & World Food,Chocolates & Biscuits,Sapphire,180.0,180.0,Crackers & Digestive,4.3
373,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,1280.0,1280.0,Dry Fruits & Berries,3.9434095831792573
374,Snacks & Branded Foods,Breakfast Cereals,Schar,485.0,485.0,Kids Cereal,4.0
375,Gourmet & World Food,Cereals & Breakfast,Ah!rogya Bar,20.0,20.0,Cereal & Granola Bars,4.0
376,Cleaning & Household,All Purpose Cleaners,Wild Ideas,120.0,120.0,Toilet Cleaners,3.5
377,"Foodgrains, Oil & Masala",Dals & Pulses,Safe Harvest,84.15,85.0,Cereals & Millets,4.1
378,Beverages,Fruit Juices & Drinks,Patanjali,220.0,220.0,Juices,3.9434095831792573
379,Gourmet & World Food,Dairy & Cheese,Dairy Craft,530.0,530.0,International Cheese,3.9434095831792573
380,Beauty & Hygiene,Oral Care,Clove,203.99,240.0,Toothpaste,3.9434095831792573
381,Gourmet & World Food,Chocolates & Biscuits,She made,112.56,168.0,"Cookies, Biscotti, Wafer",3.9434095831792573
382,Beverages,Fruit Juices & Drinks,Diabetics Dezire,330.0,330.0,Juices,3.9434095831792573
383,Beauty & Hygiene,Bath & Hand Wash,MyGlamm,55.2,69.0,Hand Wash & Sanitizers,4.0
384,Gourmet & World Food,Cooking & Baking Needs,Puramate,40.5,45.0,"Baking, Cake Decorations",4.4
385,Beverages,Tea,Tetley,155.0,155.0,Tea Bags,4.3
386,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutriplate,150.0,150.0,Roasted Seeds & Nuts,3.9434095831792573
387,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,239.2,299.0,Dust Cloth & Wipes,4.3
388,Beauty & Hygiene,Health & Medicine,Dabur,80.0,80.0,Ayurveda,3.9434095831792573
389,Beauty & Hygiene,Skin Care,Olivia,191.25,225.0,Body Care,3.9434095831792573
390,Gourmet & World Food,"Sauces, Spreads & Dips",HappyChef,119.0,149.0,Salad Dressings,3.9434095831792573
391,Gourmet & World Food,Drinks & Beverages,Teamonk,525.0,750.0,Gourmet Tea & Tea Bags,3.9434095831792573
392,Gourmet & World Food,"Sauces, Spreads & Dips",Habanero,161.1,179.0,Thai & Asian Sauces,4.1
393,Beauty & Hygiene,Feminine Hygiene,Stonesoup,489.0,489.0,Tampons & Menstrual Cups,3.9434095831792573
394,"Bakery, Cakes & Dairy",Dairy,Sunfeast,29.75,35.0,"Flavoured, Soya Milk",4.1
395,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Himalayan Natives,432.0,540.0,Ghee & Vanaspati,3.4
396,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,44.0,47.0,Organic Masalas & Spices,4.0
397,Snacks & Branded Foods,Chocolates & Candies,RiteBite Max Protein,950.0,950.0,Granola & Cereal Bars,4.9
398,"Kitchen, Garden & Pets",Steel Utensils,Jensons,219.0,995.0,Steel Storage Containers,3.8
399,"Bakery, Cakes & Dairy",Dairy,Amul,111.0,120.0,"Flavoured, Soya Milk",4.3
400,Gourmet & World Food,Oils & Vinegar,TrueNature,500.0,500.0,Balsamic & Cider Vinegar,5.0
401,Beauty & Hygiene,Fragrances & Deos,Kamasutra,210.0,210.0,Men's Deodorants,3.9
402,"Kitchen, Garden & Pets",Cookware & Non Stick,Prestige,2060.0,2290.0,Pressure Cookers,3.3
403,Beauty & Hygiene,Skin Care,Nutrinorm,349.0,349.0,Body Care,4.0
404,Snacks & Branded Foods,Breakfast Cereals,RiteBite Max Protein,36.0,40.0,Granola & Cereal Bars,3.8
405,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Makino,46.9,70.0,Nachos & Chips,4.2
406,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Rostaa,307.2,480.0,Dry Fruits & Berries,3.9434095831792573
407,Beauty & Hygiene,Men's Grooming,Gillette,21.56,22.0,Shaving Care,4.1
408,Beauty & Hygiene,Bath & Hand Wash,Santoor,209.0,209.0,Hand Wash & Sanitizers,3.8
409,"Kitchen, Garden & Pets",Crockery & Cutlery,Hot Muggs,395.0,395.0,"Cups, Mugs & Tumblers",3.9434095831792573
410,Cleaning & Household,Pooja Needs,Trm,109.0,225.0,Other Pooja Needs,3.8
411,Beauty & Hygiene,Feminine Hygiene,Veet,82.0,82.0,Hair Removal,4.1
412,Beauty & Hygiene,Skin Care,Nivea,114.8,140.0,Lip Care,4.3
413,"Kitchen, Garden & Pets",Flask & Casserole,Milton,739.0,910.0,Casserole,3.5
414,Beauty & Hygiene,Skin Care,INATUR ,292.5,450.0,Face Care,3.9434095831792573
415,Cleaning & Household,All Purpose Cleaners,Runaway,319.0,319.0,Floor & Other Cleaners,3.6
416,"Kitchen, Garden & Pets",Flask & Casserole,Milton,879.0,1095.0,Vacuum Flask,4.2
417,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,13.0,16.25,Organic Vegetables,3.9434095831792573
418,Beauty & Hygiene,Men's Grooming,Nike,223.2,279.0,Men's Deodorants,3.9434095831792573
419,Beauty & Hygiene,Skin Care,Jergens,296.1,329.0,Body Care,2.0
420,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,23.0,25.0,Organic Masalas & Spices,4.1
421,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,129.0,169.0,Kitchen Tools & Other Accessories,3.0
422,Snacks & Branded Foods,Chocolates & Candies,Dukes,190.0,200.0,Chocolates,3.7
423,Beauty & Hygiene,Hair Care,Richfeel,161.0,161.0,Shampoo & Conditioner,3.9434095831792573
424,"Kitchen, Garden & Pets",Storage & Accessories,DP,249.0,470.0,Water & Fridge Bottles,3.9434095831792573
425,Beauty & Hygiene,Fragrances & Deos,Set Wet,121.0,199.0,Men's Deodorants,3.8
426,Beauty & Hygiene,Skin Care,Joy,68.85,81.0,Body Care,4.1
427,Cleaning & Household,All Purpose Cleaners,Corsafe Advance,100.0,100.0,Disinfectant Spray & Cleaners,3.9434095831792573
428,"Foodgrains, Oil & Masala",Rice & Rice Products,Daawat ,340.0,390.0,Basmati Rice,3.9
429,"Bakery, Cakes & Dairy",Dairy,Real,27.0,30.0,"Flavoured, Soya Milk",4.2
430,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Happy Jars,275.0,275.0,Choco & Nut Spread,3.8
431,"Foodgrains, Oil & Masala",Masalas & Spices,Orika,24.75,33.0,Powdered Spices,4.4
432,Beauty & Hygiene,Fragrances & Deos,Park avenue,149.25,199.0,Men's Deodorants,4.3
433,"Kitchen, Garden & Pets",Steel Utensils,Joyo Steel,79.0,119.0,Steel Storage Containers,3.1
434,Fruits & Vegetables,Fresh Vegetables,Fresho,26.73,35.0,"Beans, Brinjals & Okra",3.9434095831792573
435,Gourmet & World Food,Drinks & Beverages,Jiva Ayurveda,220.0,220.0,Health Drinks,1.0
436,Cleaning & Household,Party & Festive Needs,B Vishal,99.0,129.0,"Caps, Balloons & Candles",3.9
437,Cleaning & Household,Stationery,BIC Cello,49.0,49.0,"Pen, Pencils",4.1
438,Beauty & Hygiene,Skin Care,Aroma Magic ,129.5,185.0,Face Care,4.2
439,Cleaning & Household,All Purpose Cleaners,PureCult,209.3,299.0,Toilet Cleaners,4.0
440,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,419.0,625.0,Plates & Bowls,2.8
441,"Kitchen, Garden & Pets",Storage & Accessories,Steelo,409.0,969.0,Containers Sets,4.2
442,Gourmet & World Food,Oils & Vinegar,GoodDiet,239.0,365.0,Organic & Cold Press Oil,4.4
443,Beverages,Fruit Juices & Drinks,Kapiva Ayurveda,420.0,420.0,Juices,3.9434095831792573
444,Beauty & Hygiene,Bath & Hand Wash,Morpheme Remedies,349.0,349.0,Hand Wash & Sanitizers,5.0
445,Snacks & Branded Foods,Snacks & Namkeen,Sln  ,38.0,38.0,Namkeen & Savoury Snacks,4.0
446,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,209.0,339.0,Containers Sets,3.9434095831792573
447,Beauty & Hygiene,Hair Care,Garnier,37.0,39.0,Hair Color,4.2
448,Gourmet & World Food,Cooking & Baking Needs,Dhatu Organics & Naturals,80.0,80.0,Flours & Pre-Mixes,4.4
449,Beauty & Hygiene,Oral Care,Sensodyne,215.6,230.0,Toothpaste,4.3
450,Cleaning & Household,All Purpose Cleaners,Floroma,70.0,70.0,Floor & Other Cleaners,3.8
451,Beauty & Hygiene,Hair Care,Aroma Magic ,637.5,750.0,Hair Oil & Serum,1.0
452,Beauty & Hygiene,Health & Medicine,Octus,79.0,99.0,Face Masks & Safety Gears,3.5
453,Beauty & Hygiene,Health & Medicine,Vedapure,1699.0,1699.0,Ayurveda,3.9434095831792573
454,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,575.0,745.0,Basmati Rice,3.9434095831792573
455,Fruits & Vegetables,Fresh Vegetables,Fresho,17.0,21.25,Root Vegetables,3.9434095831792573
456,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,47.5,50.0,Organic Masalas & Spices,4.2
457,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Miaow Miaow,190.0,190.0,"Healthy, Baked Snacks",3.9434095831792573
458,"Kitchen, Garden & Pets",Crockery & Cutlery,Roxx,425.0,425.0,Glassware,3.9434095831792573
459,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,80.0,80.0,"Organic Rice, Other Rice",4.0
460,Beauty & Hygiene,Skin Care,Kaya Clinic,942.0,1450.0,Face Care,4.0
461,"Kitchen, Garden & Pets",Storage & Accessories,Treo,190.0,190.0,Water & Fridge Bottles,3.9434095831792573
462,Beauty & Hygiene,Fragrances & Deos,Skinn by Titan,1435.5,1595.0,Eau De Parfum,4.4
463,"Kitchen, Garden & Pets",Pet Food & Accessories,Chip Chops,195.0,195.0,Pet Meals & Treats,3.9434095831792573
464,Gourmet & World Food,Cooking & Baking Needs,By Nature,145.0,145.0,"Baking, Cake Decorations",5.0
465,Snacks & Branded Foods,Ready To Cook & Eat,Gits,53.0,60.0,Dessert Mixes,4.3
466,Cleaning & Household,"Mops, Brushes & Scrubs",Ezy Be,256.5,285.0,Toilet & Other Brushes,4.5
467,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,52.25,55.0,Organic Flours,4.1
468,Beauty & Hygiene,Bath & Hand Wash,Skin Cottage ,279.0,279.0,Shower Gel & Body Wash,3.9434095831792573
469,Gourmet & World Food,Drinks & Beverages,6 Rasa,279.0,279.0,Health Drinks,4.8
470,Gourmet & World Food,Cooking & Baking Needs,Cafe Junyali,395.0,395.0,"Curry Paste, Coconut Milk",3.9434095831792573
471,Beauty & Hygiene,Men's Grooming,Yardley London,157.25,185.0,Talc,4.4
472,"Kitchen, Garden & Pets",Appliances & Electricals,Crompton,149.0,285.0,CFL & Led Bulbs,3.9434095831792573
473,Snacks & Branded Foods,Ready To Cook & Eat,Aaha Oho,85.0,85.0,Breakfast & Snack Mixes,4.2
474,Snacks & Branded Foods,Chocolates & Candies,ALPENLIEBE,50.0,50.0,"Toffee, Candy & Lollypop",4.3
475,"Foodgrains, Oil & Masala",Masalas & Spices,Mdh,80.0,80.0,Blended Masalas,4.2
476,Beauty & Hygiene,Hair Care,Dr Batra's ,145.0,290.0,Hair Oil & Serum,4.0
477,Beauty & Hygiene,Hair Care,Herbal Essence,468.0,650.0,Shampoo & Conditioner,4.4
478,Cleaning & Household,Bins & Bathroom Ware,JOYO,259.0,426.0,"Bath Stool, Basin & Sets",3.4
479,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,27.0,30.0,Cream Biscuits & Wafers,4.1
480,Beauty & Hygiene,Bath & Hand Wash,Kaiv,175.0,175.0,Bathing Accessories,3.8
481,Gourmet & World Food,Oils & Vinegar,La Espanola,589.0,1350.0,"Pure, Pomace Olive Oil",3.9434095831792573
482,Gourmet & World Food,"Sauces, Spreads & Dips",Tai Hua,346.5,385.0,Thai & Asian Sauces,3.9
483,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,219.0,258.0,Dust Cloth & Wipes,4.0
484,Cleaning & Household,Stationery,Doms,196.0,199.0,Colours & Crayons,4.7
485,Beauty & Hygiene,Skin Care,Joy,150.0,250.0,Face Care,4.0
486,"Foodgrains, Oil & Masala",Organic Staples,Turn Organic ,32.0,40.0,Organic Masalas & Spices,4.7
487,Cleaning & Household,Fresheners & Repellents,Good knight,180.0,180.0,Mosquito Repellent,3.0
488,Gourmet & World Food,"Sauces, Spreads & Dips",The Gourmet Jar,349.0,349.0,"Jams, Marmalade, Spreads",3.5
489,Beauty & Hygiene,Skin Care,Meghdoot,195.0,195.0,Body Care,3.9434095831792573
490,Beauty & Hygiene,Health & Medicine,Dabur,117.0,130.0,Supplements & Proteins,4.4
491,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Fortune ,173.0,215.0,"Sunflower, Rice Bran Oil",4.1
492,Beauty & Hygiene,Health & Medicine,Nirvana,299.0,395.0,Face Masks & Safety Gears,3.8
493,"Foodgrains, Oil & Masala",Masalas & Spices,Patanjali,24.0,24.0,Powdered Spices,4.2
494,Gourmet & World Food,"Sauces, Spreads & Dips",American Garden ,270.0,270.0,Salad Dressings,3.9
495,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,200.0,200.0,Ayurveda,3.9434095831792573
496,Beauty & Hygiene,Health & Medicine,Skore,300.0,300.0,Sexual Wellness,2.3
497,"Eggs, Meat & Fish",Eggs,Happy Hens Farms,150.0,150.0,Farm Eggs,3.9434095831792573
498,Beauty & Hygiene,Skin Care,Lotus Herbals,292.5,390.0,Face Care,4.3
499,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,656.25,875.0,Dry Fruits & Berries,3.9434095831792573
500,Baby Care,Diapers & Wipes,Pampers ,1077.02,1099.0,Diapers,4.4
501,Beverages,"Health Drink, Supplement",Complan,315.0,315.0,Kids (5+Yrs),4.4
502,Snacks & Branded Foods,Biscuits & Cookies,Dukes,25.0,30.0,Cream Biscuits & Wafers,4.0
