,category,sub_category,brand,sale_price,market_price,type,rating
9784,Beverages,Fruit Juices & Drinks,Paper Boat,50.0,50.0,Juices,3.9434095831792573
9785,Gourmet & World Food,Tinned & Processed Food,Britte ,135.0,135.0,Fish & Tuna,3.9434095831792573
9786,"Foodgrains, Oil & Masala",Organic Staples,Arya Organic,649.0,649.0,"Organic Edible Oil, Ghee",3.6
9787,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Organic Origins,972.0,972.0,Dry Fruits & Berries,3.9434095831792573
9788,"Kitchen, Garden & Pets",Storage & Accessories,Signoraware,690.0,690.0,Lunch Boxes,3.4
9789,Gourmet & World Food,Cereals & Breakfast,Oateo,150.0,150.0,Imported Oats & Porridge,3.9434095831792573
9790,Beauty & Hygiene,Hair Care,XPEL,450.0,450.0,Shampoo & Conditioner,1.0
9791,Snacks & Branded Foods,Biscuits & Cookies,Open Secret,360.0,385.0,Cookies,3.9434095831792573
9792,"Kitchen, Garden & Pets",Appliances & Electricals,Lexton,225.0,999.0,CFL & Led Bulbs,3.7
9793,Gourmet & World Food,Drinks & Beverages,Hatti Kaapi,75.0,75.0,Health Drinks,3.5
9794,Beauty & Hygiene,Fragrances & Deos,Mercedes-Benz,5310.0,5900.0,Eau De Toilette,3.9434095831792573
9795,Beverages,"Health Drink, Supplement",MTR,120.0,120.0,Kids (5+Yrs),4.1
9796,"Foodgrains, Oil & Masala",Masalas & Spices,Snapin,99.0,99.0,Herbs & Seasoning,3.2
9797,Snacks & Branded Foods,Ready To Cook & Eat,Kitchens Of India,100.0,100.0,Heat & Eat Ready Meals,3.3
9798,Gourmet & World Food,"Sauces, Spreads & Dips",Rostaa,135.0,180.0,"Chocolate, Peanut Spread",4.0
9799,Gourmet & World Food,Chocolates & Biscuits,Rage,299.0,299.0,"Luxury Chocolates, Gifts",3.7
9800,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,149.0,200.0,Urad & Other Dals,4.0
9801,Beauty & Hygiene,Hair Care,Godrej Expert,27.3,30.0,Hair Color,4.3
9802,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,77.0,109.0,"Organic Sugar, Jaggery",3.9434095831792573
9803,"Eggs, Meat & Fish",Fish & Seafood,Buffet ,205.0,205.0,Frozen Fish & Seafood,3.9434095831792573
9804,Beauty & Hygiene,Health & Medicine,Vedapure,649.0,649.0,Ayurveda,3.9434095831792573
9805,Cleaning & Household,Stationery,Stationari+,190.0,190.0,"Notebooks, Files, Folders",3.7
9806,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",On The Run,300.0,300.0,"Healthy, Baked Snacks",3.9434095831792573
9807,Cleaning & Household,Bins & Bathroom Ware,Nakoda,172.0,172.0,"Laundry, Storage Baskets",5.0
9808,Gourmet & World Food,"Sauces, Spreads & Dips",American Garden ,490.0,490.0,Mustard & Cheese Sauces,4.3
9809,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Pringles,260.0,260.0,Nachos & Chips,4.0
9810,Baby Care,Diapers & Wipes,Pampers ,391.02,399.0,Diapers,4.5
9811,"Kitchen, Garden & Pets",Crockery & Cutlery,Neelam,229.0,350.0,"Cutlery, Spoon & Fork",3.0
9812,Beauty & Hygiene,Oral Care,Pepsodent,110.5,130.0,Toothbrush,4.1
9813,Beauty & Hygiene,Skin Care,Glamveda,120.0,150.0,Face Care,4.2
9814,Beauty & Hygiene,Skin Care,Himalaya,97.0,130.0,Face Care,4.3
9815,Gourmet & World Food,"Pasta, Soup & Noodles",Batchelors,299.0,299.0,Imported Soups,3.9434095831792573
9816,"Kitchen, Garden & Pets",Pet Food & Accessories,SHEBA,55.0,55.0,Pet Meals & Treats,3.0
9817,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",bb Royal,47.0,65.0,"Organic Sugar, Jaggery",3.9434095831792573
9818,Beauty & Hygiene,Hair Care,Dabur,120.0,120.0,Shampoo & Conditioner,2.7
9819,Baby Care,Diapers & Wipes,Mamypoko,299.0,299.0,Diapers,4.6
9820,Gourmet & World Food,Drinks & Beverages,TGL Co.,186.75,249.0,Gourmet Tea & Tea Bags,3.9434095831792573
9821,Gourmet & World Food,Dairy & Cheese,London Dairy,450.0,450.0,Gourmet Ice Cream,3.9434095831792573
9822,Gourmet & World Food,Cooking & Baking Needs,Veekes & Company,49.0,49.0,"Herbs, Seasonings & Rubs",3.9434095831792573
9823,Beauty & Hygiene,Bath & Hand Wash,Harmony,22.0,22.0,Bathing Bars & Soaps,4.6
9824,Snacks & Branded Foods,Snacks & Namkeen,The Healthy Cravings Co.,30.0,30.0,Namkeen & Savoury Snacks,3.7
9825,Beauty & Hygiene,Skin Care,Kaya Youth,87.5,125.0,Face Care,4.5
9826,Beverages,"Health Drink, Supplement",Ovaltine,245.65,289.0,Kids (5+Yrs),4.2
9827,"Foodgrains, Oil & Masala",Organic Staples,MeraKisan,191.0,191.0,Organic Millet & Flours,4.5
9828,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,269.0,349.0,Containers Sets,3.9434095831792573
9829,"Foodgrains, Oil & Masala",Dry Fruits,Himalayan Natives,239.2,299.0,Other Dry Fruits,4.4
9830,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Happilo,493.5,730.0,Dry Fruits & Berries,3.9434095831792573
9831,Cleaning & Household,Pooja Needs,Cycle,60.0,60.0,"Agarbatti, Incense Sticks",4.2
9832,Beauty & Hygiene,Fragrances & Deos,Shakira,1600.0,1600.0,Eau De Toilette,3.9434095831792573
9833,Beverages,Fruit Juices & Drinks,Dabur,145.0,145.0,Syrups & Concentrates,4.0
9834,"Eggs, Meat & Fish",Eggs,Mpm,70.0,70.0,Other Eggs,3.9434095831792573
9835,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,575.0,575.0,"Cups, Mugs & Tumblers",3.9434095831792573
9836,Beauty & Hygiene,Hair Care,Stonesoup,295.0,295.0,Shampoo & Conditioner,3.9434095831792573
9837,"Foodgrains, Oil & Masala",Organic Staples,Natureland Organics,107.0,107.0,Organic Dals & Pulses,4.4
9838,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,25.0,31.25,Organic Vegetables,3.9434095831792573
9839,Beauty & Hygiene,Hair Care,Aloe Veda,351.0,390.0,Hair Oil & Serum,4.7
9840,"Foodgrains, Oil & Masala",Masalas & Spices,Everest,60.14,62.0,Powdered Spices,4.5
9841,Beauty & Hygiene,Bath & Hand Wash,Palmolive,359.4,599.0,Shower Gel & Body Wash,4.4
9842,Beauty & Hygiene,Hair Care,Pantene,90.0,90.0,Hair Oil & Serum,3.8
9843,Beauty & Hygiene,Hair Care,Loreal Paris,495.0,550.0,Hair Color,4.3
9844,Beauty & Hygiene,Men's Grooming,Schwarzkopf,425.0,425.0,Hair Care & Styling,1.8
9845,Beauty & Hygiene,Skin Care,INATUR ,296.0,370.0,Aromatherapy,3.9434095831792573
9846,Beauty & Hygiene,Skin Care,USTRAA,199.0,199.0,Face & Body,3.9434095831792573
9847,Gourmet & World Food,Drinks & Beverages,TGL Co.,699.3,999.0,Gourmet Tea & Tea Bags,3.9434095831792573
9848,Cleaning & Household,Fresheners & Repellents,Soulflower,3600.0,3600.0,Air Freshener,3.9434095831792573
9849,Beauty & Hygiene,Hair Care,Loreal Paris,750.0,750.0,Hair Styling,3.9434095831792573
9850,"Kitchen, Garden & Pets",Kitchen Accessories,H&B,159.0,299.0,"Strainer, Ladle, Spatula",3.9434095831792573
9851,Beauty & Hygiene,Skin Care,Organic Harvest,1060.2,1395.0,Face Care,3.0
9852,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Yoga bar,290.0,290.0,Cereal & Granola Bars,3.8
9853,Beauty & Hygiene,Men's Grooming,Gillette,380.0,400.0,Shaving Care,4.1
9854,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,45.0,45.0,Organic Masalas & Spices,5.0
9855,Gourmet & World Food,Cooking & Baking Needs,Real Thai,510.0,510.0,"Curry Paste, Coconut Milk",5.0
9856,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,75.0,100.0,Organic Dals & Pulses,3.8
9857,"Kitchen, Garden & Pets",Kitchen Accessories,NSH,175.0,299.0,Kitchen Tools & Other Accessories,3.9434095831792573
9858,Beauty & Hygiene,Fragrances & Deos,Old Spice,179.1,199.0,Body Sprays & Mists,4.2
9859,Cleaning & Household,All Purpose Cleaners,Dettol,261.0,290.0,"Fabric Pre, Post Wash",4.1
9860,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Del Monte,99.0,140.0,Tomato Ketchup & Sauces,4.6
9861,Beauty & Hygiene,Oral Care,Aquawhite,500.0,500.0,Toothbrush,3.8
9862,Beauty & Hygiene,Skin Care,Neutrogena,427.5,450.0,Face Care,4.3
9863,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,175.5,195.0,Bath & Shower,4.0
9864,Beauty & Hygiene,Men's Grooming,LetsShave,379.0,379.0,Shaving Care,3.5
9865,Beauty & Hygiene,Bath & Hand Wash,Palmolive,99.5,199.0,Hand Wash & Sanitizers,4.1
9866,Fruits & Vegetables,Herbs & Seasonings,Fresho,12.5,15.63,"Lemon, Ginger & Garlic",3.9434095831792573
9867,Beauty & Hygiene,Fragrances & Deos,YVES ROCHER,1107.0,1350.0,Eau De Toilette,4.3
9868,Beauty & Hygiene,Feminine Hygiene,Whisper ,253.0,275.0,Sanitary Napkins,4.5
9869,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,550.0,750.0,Boiled & Steam Rice,3.9434095831792573
9870,Beauty & Hygiene,Health & Medicine,The Spice Club,198.0,198.0,Supplements & Proteins,3.9434095831792573
9871,Beauty & Hygiene,Skin Care,Mamaearth,249.0,249.0,Face Care,4.0
9872,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,53.28,72.0,Blended Masalas,3.9
9873,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Naturals,190.0,190.0,"Healthy, Baked Snacks",3.9434095831792573
9874,"Kitchen, Garden & Pets",Cookware & Non Stick,Trm,429.0,745.0,Kadai & Fry Pans,4.0
9875,Beauty & Hygiene,Bath & Hand Wash,Medimix,115.0,115.0,Hand Wash & Sanitizers,4.3
9876,Snacks & Branded Foods,Biscuits & Cookies,Britannia,61.38,70.0,Cream Biscuits & Wafers,4.2
9877,Beauty & Hygiene,Hair Care,18 Herbs,400.0,400.0,Hair Oil & Serum,3.9434095831792573
9878,"Foodgrains, Oil & Masala",Organic Staples,Praakritik,70.0,70.0,"Organic Rice, Other Rice",3.6
9879,Cleaning & Household,"Mops, Brushes & Scrubs",Gebi ,100.0,100.0,Brooms & Dust Pans,3.8
9880,Beauty & Hygiene,Oral Care,Pepsodent,82.0,97.0,Toothpaste,4.3
9881,Snacks & Branded Foods,Chocolates & Candies,Timios,140.0,140.0,Chocolates,4.0
9882,Beauty & Hygiene,Health & Medicine,Himalaya Wellness,85.36,97.0,Supplements & Proteins,3.9
9883,"Bakery, Cakes & Dairy",Cakes & Pastries,Brownie Cottage,180.0,180.0,Pastries & Brownies,4.3
9884,"Kitchen, Garden & Pets",Storage & Accessories,DP,319.0,579.0,Water & Fridge Bottles,3.9434095831792573
9885,Gourmet & World Food,Cereals & Breakfast,True Elements,292.0,325.0,Imported Oats & Porridge,3.9434095831792573
9886,Gourmet & World Food,Dairy & Cheese,MOOZ,220.0,220.0,Cream & Cheese Spreads,3.4
9887,Cleaning & Household,Stationery,SRS,118.0,120.0,"Notebooks, Files, Folders",3.1
9888,"Kitchen, Garden & Pets",Storage & Accessories,Signoraware,730.0,730.0,Lunch Boxes,3.9434095831792573
9889,Beauty & Hygiene,Fragrances & Deos,Fogg ,175.0,250.0,Men's Deodorants,3.8
9890,Gourmet & World Food,Cooking & Baking Needs,Nectar Valley,275.0,275.0,Flours & Pre-Mixes,3.9434095831792573
9891,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,79.0,89.0,Kitchen Tools & Other Accessories,3.4
9892,Gourmet & World Food,Dairy & Cheese,Epigamia ,80.0,80.0,Flavoured & Greek Yogurt,3.6
9893,"Kitchen, Garden & Pets",Storage & Accessories,Ratan,49.0,49.0,Water & Fridge Bottles,3.9434095831792573
9894,Snacks & Branded Foods,Frozen Veggies & Snacks,McCain,94.5,105.0,Frozen Veg Snacks,4.1
9895,Snacks & Branded Foods,"Noodle, Pasta, Vermicelli",MAGGI ,162.0,180.0,Instant Noodles,4.4
9896,Baby Care,Baby Food & Formula,Nestle ,264.0,264.0,Baby Food,4.3
9897,Beauty & Hygiene,Skin Care,Aroma Treasures,171.0,180.0,Face Care,4.5
9898,"Eggs, Meat & Fish",Fish & Seafood,Buffet ,274.5,305.0,Frozen Fish & Seafood,3.9434095831792573
9899,Cleaning & Household,Fresheners & Repellents,Baygon,182.0,182.0,Insect Repellent,4.1
9900,Gourmet & World Food,Drinks & Beverages,TGL Co.,356.25,475.0,Gourmet Tea & Tea Bags,3.9434095831792573
9901,Gourmet & World Food,Chocolates & Biscuits,Hersheys ,795.0,795.0,International Chocolates,3.9434095831792573
9902,Beverages,Fruit Juices & Drinks,Morton,125.0,125.0,Syrups & Concentrates,3.0
9903,Beauty & Hygiene,Bath & Hand Wash,Fiama,299.0,299.0,Bathing Accessories,4.0
9904,"Kitchen, Garden & Pets",Storage & Accessories,Fackelmann,299.0,299.0,Wall Hooks & Hangers,3.9434095831792573
9905,"Kitchen, Garden & Pets",Flask & Casserole,Asian,599.0,851.0,Casserole,3.9434095831792573
9906,Cleaning & Household,Pooja Needs,Cycle,100.0,100.0,"Agarbatti, Incense Sticks",3.9
9907,Beauty & Hygiene,Hair Care,Loreal Paris,750.0,750.0,Hair Styling,3.9434095831792573
9908,Fruits & Vegetables,Cuts & Sprouts,Fresho,23.0,28.75,Fresh Salads & Sprouts,3.9434095831792573
9909,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",True Elements,280.0,295.0,Roasted Seeds & Nuts,4.5
9910,"Kitchen, Garden & Pets",Crockery & Cutlery,Hi-Luxe,339.0,450.0,Glassware,5.0
9911,"Bakery, Cakes & Dairy",Dairy,Britannia,121.5,135.0,Cheese,5.0
9912,"Bakery, Cakes & Dairy",Dairy,Milky Mist,390.0,390.0,Cheese,4.1
9913,"Foodgrains, Oil & Masala",Dals & Pulses,Grocery Farm,50.0,50.0,Cereals & Millets,3.9
9914,Snacks & Branded Foods,Snacks & Namkeen,Townbus,50.0,50.0,Namkeen & Savoury Snacks,4.2
9915,Cleaning & Household,Detergents & Dishwash,Ezee ,337.5,450.0,"Detergent Powder, Liquid",4.2
9916,Gourmet & World Food,Dairy & Cheese,London Dairy,800.0,800.0,Gourmet Ice Cream,3.9434095831792573
9917,Beauty & Hygiene,Health & Medicine,Vicks,20.0,20.0,Everyday Medicine,4.3
9918,Beauty & Hygiene,Skin Care,The Moms Co,546.0,546.0,Face Care,3.0
9919,Snacks & Branded Foods,Pickles & Chutney,MTR,100.0,100.0,Other Veg Pickle,4.0
9920,Gourmet & World Food,Drinks & Beverages,TGL Co.,315.0,450.0,Gourmet Tea & Tea Bags,3.9434095831792573
9921,"Kitchen, Garden & Pets",Steel Utensils,BB Home,129.0,199.0,Steel Storage Containers,3.9434095831792573
9922,Cleaning & Household,Bins & Bathroom Ware,Ratan,99.0,139.0,"Laundry, Storage Baskets",3.7
9923,Beauty & Hygiene,Skin Care,Fizzy Fern,420.75,495.0,Face Care,5.0
9924,Beauty & Hygiene,Skin Care,Himalaya,150.0,200.0,Face Care,4.2
9925,Cleaning & Household,All Purpose Cleaners,Pledge,299.0,299.0,Imported Cleaners,4.0
9926,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,699.0,799.0,"Organic Rice, Other Rice",3.9434095831792573
9927,Baby Care,Diapers & Wipes,Mamypoko,700.0,999.0,Diapers,4.2
9928,"Kitchen, Garden & Pets",Storage & Accessories,Fendo,269.0,549.0,Umbrella,3.0
9929,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,57.0,60.0,Organic Masalas & Spices,4.3
9930,Snacks & Branded Foods,Chocolates & Candies,Hersheys ,52.8,60.0,Chocolates,4.1
9931,"Kitchen, Garden & Pets",Storage & Accessories,Milton,189.0,210.0,Lunch Boxes,3.9434095831792573
9932,Gourmet & World Food,Drinks & Beverages,Fresh Honest,220.0,220.0,Coffee & Pre-Mix,3.9434095831792573
9933,"Kitchen, Garden & Pets",Storage & Accessories,Flair,249.0,439.0,Containers Sets,3.9434095831792573
9934,"Kitchen, Garden & Pets",Pet Food & Accessories,Wahl,350.0,350.0,Pet Cleaning & Grooming,3.9434095831792573
9935,Beverages,Coffee,Continental,90.0,100.0,Instant Coffee,3.7
9936,Beauty & Hygiene,Oral Care,Listerine,140.0,140.0,Mouthwash,4.3
9937,Beauty & Hygiene,Bath & Hand Wash,Emami,230.0,230.0,Talcum Powder,2.7
9938,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,109.0,119.0,Toilet & Other Brushes,4.3
9939,Beverages,Fruit Juices & Drinks,Dabur,20.0,20.0,Juices,3.9434095831792573
9940,Beauty & Hygiene,Men's Grooming,Beardo,322.0,350.0,Bath & Shower,4.1
9941,Cleaning & Household,All Purpose Cleaners,Lizol,570.0,681.0,Floor & Other Cleaners,3.9434095831792573
9942,Gourmet & World Food,Dairy & Cheese,Papacream,395.0,395.0,Gourmet Ice Cream,3.9434095831792573
9943,Snacks & Branded Foods,Biscuits & Cookies,Britannia,24.0,30.0,Cream Biscuits & Wafers,4.3
9944,"Bakery, Cakes & Dairy",Dairy,Delicious,48.0,48.0,Butter & Margarine,4.1
9945,Gourmet & World Food,Chocolates & Biscuits,Trident,160.0,160.0,"Marshmallow, Candy, Jelly",5.0
9946,Cleaning & Household,Stationery,Kaadoo,300.0,399.0,Games & Calculators,5.0
9947,"Kitchen, Garden & Pets",Kitchen Accessories,Bamboooz,399.0,599.0,Kitchen Tools & Other Accessories,3.8
9948,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",bb Popular,74.0,130.0,"Sooji, Maida & Besan",3.9
9949,Snacks & Branded Foods,Chocolates & Candies,Choc Coin,350.0,350.0,"Toffee, Candy & Lollypop",3.9434095831792573
9950,Beauty & Hygiene,Skin Care,INATUR ,840.0,1050.0,Face Care,4.0
9951,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,100.0,100.0,Ayurveda,3.9434095831792573
9952,Beauty & Hygiene,Skin Care,Organic Harvest,494.0,650.0,Aromatherapy,3.9434095831792573
9953,"Kitchen, Garden & Pets",Steel Utensils,Mr.Copper King,399.0,595.0,Copper Utensils,3.5
9954,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,149.0,180.0,Kitchen Tools & Other Accessories,4.0
9955,Gourmet & World Food,Tinned & Processed Food,Entree,171.0,180.0,"Olive, Jalapeno, Gherkin",3.3
9956,Baby Care,Diapers & Wipes,Bella,189.0,189.0,Baby Wipes,5.0
9957,Beauty & Hygiene,Fragrances & Deos,USTRAA,455.43,799.0,Men's Deodorants,4.3
9958,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,149.0,180.0,Containers Sets,3.3
9959,Gourmet & World Food,"Sauces, Spreads & Dips",Blue Dragon,375.0,375.0,Thai & Asian Sauces,3.9434095831792573
9960,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,420.0,420.0,Granola & Cereal Bars,4.3
9961,Gourmet & World Food,"Sauces, Spreads & Dips",Prasukh,117.0,130.0,"Jams, Marmalade, Spreads",4.0
9962,Beauty & Hygiene,Health & Medicine,Kare In,199.0,299.0,Adult Diapers,4.2
9963,Gourmet & World Food,Dairy & Cheese,MOOZ,220.0,220.0,Cream & Cheese Spreads,4.3
9964,Cleaning & Household,Stationery,Natraj,294.0,300.0,"Pen, Pencils",4.1
9965,Snacks & Branded Foods,Snacks & Namkeen,Kiara Foods,60.0,60.0,Namkeen & Savoury Snacks,2.7
9966,Beauty & Hygiene,Hair Care,Aloe Veda,855.0,950.0,Hair Oil & Serum,3.9434095831792573
9967,Beauty & Hygiene,Skin Care,Organic Harvest,301.75,355.0,Body Care,3.9434095831792573
9968,"Bakery, Cakes & Dairy",Ice Creams & Desserts,Amul,200.0,200.0,Ice Creams,3.9
9969,Gourmet & World Food,Drinks & Beverages,Teamonk,600.0,1000.0,Gourmet Tea & Tea Bags,3.9434095831792573
9970,"Kitchen, Garden & Pets",Pet Food & Accessories,Whiskas,1195.0,1275.0,Pet Meals & Treats,3.9434095831792573
9971,Fruits & Vegetables,Fresh Vegetables,Fresho,5.0,6.25,Organic Vegetables,3.9434095831792573
9972,Beauty & Hygiene,Men's Grooming,Crazy Moments,237.5,250.0,Men's Deodorants,4.5
9973,Cleaning & Household,Car & Shoe Care,Aer,341.1,379.0,Car Freshener,4.0
9974,Beverages,Tea,Lipton ,427.0,475.0,Leaf & Dust Tea,4.3
9975,Beverages,Coffee,Rage Coffee,349.0,349.0,Instant Coffee,4.3
9976,Baby Care,Diapers & Wipes,Huggies,2183.09,2399.0,Diapers,3.9434095831792573
9977,Gourmet & World Food,Cooking & Baking Needs,Dr. Schar,250.0,250.0,Flours & Pre-Mixes,4.0
9978,Beauty & Hygiene,Skin Care,Jovees,166.5,185.0,Face Care,4.5
9979,Beauty & Hygiene,Fragrances & Deos,Dorall Collection,419.3,599.0,Eau De Toilette,1.0
9980,Beauty & Hygiene,Fragrances & Deos,Guess,3120.0,3900.0,Eau De Toilette,5.0
9981,Beauty & Hygiene,Skin Care,Organic Harvest,562.5,750.0,Aromatherapy,3.9434095831792573
9982,Cleaning & Household,Stationery,Faber castell,245.0,250.0,Colours & Crayons,3.7
9983,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,459.0,572.0,"Cups, Mugs & Tumblers",3.9434095831792573
9984,Cleaning & Household,Pooja Needs,HAZEL,399.0,445.0,Lamp & Lamp Oil,5.0
9985,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,1374.0,2670.0,Water & Fridge Bottles,3.9434095831792573
9986,Cleaning & Household,Pooja Needs,GIRI,100.0,100.0,"Agarbatti, Incense Sticks",3.9434095831792573
9987,Snacks & Branded Foods,Ready To Cook & Eat,Gits,190.0,205.0,Dessert Mixes,4.3
9988,"Foodgrains, Oil & Masala",Masalas & Spices,Annapoorna,35.0,35.0,Blended Masalas,4.4
9989,Beauty & Hygiene,Skin Care,Natural Vibes,649.0,649.0,Face Care,5.0
9990,Cleaning & Household,"Mops, Brushes & Scrubs",BB Home,697.0,1188.0,"Mops, Wipers",3.9434095831792573
9991,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Wipro,80.0,100.0,Sugarfree Sweeteners,3.3
9992,Beauty & Hygiene,Men's Grooming,Gillette,1323.0,1350.0,Shaving Care,4.4
9993,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Combo,172.0,290.0,"Poha, Sabudana & Murmura",3.9434095831792573
9994,Beauty & Hygiene,Skin Care,Lotus Organics+,293.25,345.0,Face Care,3.9434095831792573
9995,"Foodgrains, Oil & Masala",Dals & Pulses,bb Popular,31.0,35.0,Cereals & Millets,3.9434095831792573
9996,Snacks & Branded Foods,Ready To Cook & Eat,Organic Tattva,85.0,85.0,Breakfast & Snack Mixes,4.0
9997,Beauty & Hygiene,Health & Medicine,Dr. Vaidya's,450.0,450.0,Ayurveda,3.9434095831792573
9998,Gourmet & World Food,"Pasta, Soup & Noodles",Nongshim,99.0,99.0,Imported Noodles,4.3
9999,Snacks & Branded Foods,Ready To Cook & Eat,Vinanth,197.1,219.0,"Papads, Ready To Fry",4.9
10000,Beauty & Hygiene,Men's Grooming,LetsShave,710.6,748.0,Shaving Care,3.0
10001,Cleaning & Household,"Disposables, Garbage Bag",BB Home,488.0,520.0,Toilet Paper,4.3
10002,"Foodgrains, Oil & Masala",Organic Staples,Phalada Pure & Sure,60.0,60.0,Organic Masalas & Spices,4.5
10003,Gourmet & World Food,Cooking & Baking Needs,Nutty Yogi,199.0,199.0,Flours & Pre-Mixes,3.2
10004,Beauty & Hygiene,Skin Care,Aroma Magic ,300.0,400.0,Aromatherapy,3.9434095831792573
10005,Beverages,Energy & Soft Drinks,Pepsi,68.29,80.0,Cold Drinks,4.2
10006,Beauty & Hygiene,Men's Grooming,Nivea Men,212.5,250.0,Men's Deodorants,4.0
10007,Beauty & Hygiene,Men's Grooming,Old Spice,179.1,199.0,Body Sprays & Mists,4.2
10008,Cleaning & Household,"Disposables, Garbage Bag",Sofia,325.0,325.0,Toilet Paper,4.5
10009,Beauty & Hygiene,Skin Care,ORGANIC INDIA,625.0,625.0,Face Care,3.9434095831792573
10010,Beauty & Hygiene,Skin Care,It's Skin,720.0,720.0,Face Care,3.9434095831792573
10011,Snacks & Branded Foods,Snacks & Namkeen,Fakira,90.0,90.0,Namkeen & Savoury Snacks,3.9
10012,Cleaning & Household,Stationery,Faber castell,94.0,95.0,Colours & Crayons,3.9
10013,"Kitchen, Garden & Pets",Crockery & Cutlery,LaOpala,289.0,315.0,"Cups, Mugs & Tumblers",3.0
10014,Gourmet & World Food,Tinned & Processed Food,Neo,139.5,155.0,"Olive, Jalapeno, Gherkin",4.0
10015,Cleaning & Household,Stationery,DP,124.0,199.0,Exam Pads & Pencil Box,4.7
10016,Beauty & Hygiene,Bath & Hand Wash,Savlon,36.0,36.0,Hand Wash & Sanitizers,4.3
10017,Beverages,Tea,Lipton ,150.0,150.0,Green Tea,4.2
10018,Cleaning & Household,Detergents & Dishwash,SOVI,153.3,219.0,Dishwash Liquids & Pastes,4.5
10019,"Kitchen, Garden & Pets",Kitchen Accessories,Cartini by Godrej,119.0,131.0,Knives & Peelers,4.2
10020,Gourmet & World Food,"Sauces, Spreads & Dips",Jus Amazin,899.0,1100.0,"Jams, Marmalade, Spreads",4.2
10021,Beauty & Hygiene,Health & Medicine,ORGANIC INDIA,205.0,205.0,Supplements & Proteins,3.7
10022,Cleaning & Household,Bins & Bathroom Ware,Aristo,599.0,599.0,"Laundry, Storage Baskets",3.9
10023,Snacks & Branded Foods,Pickles & Chutney,Fazlani,120.0,120.0,Other Veg Pickle,4.2
10024,Beauty & Hygiene,Skin Care,Mamaearth,99.0,99.0,Face Care,4.3
10025,Beauty & Hygiene,Bath & Hand Wash,Fiama,135.0,150.0,Hand Wash & Sanitizers,4.3
10026,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,240.0,240.0,Pet Meals & Treats,4.8
10027,"Foodgrains, Oil & Masala",Organic Staples,Organic Tattva,65.0,65.0,Organic Masalas & Spices,3.9434095831792573
10028,Gourmet & World Food,Drinks & Beverages,TGL Co.,186.75,249.0,Gourmet Tea & Tea Bags,3.9434095831792573
10029,"Kitchen, Garden & Pets",Kitchen Accessories,Kvg,129.0,149.0,Lighters,3.8
10030,"Kitchen, Garden & Pets",Appliances & Electricals,Panasonic,169.0,200.0,Battery & Electrical,3.6
10031,"Kitchen, Garden & Pets",Crockery & Cutlery,BP Bharat,269.0,373.0,"Cups, Mugs & Tumblers",3.4
10032,Beauty & Hygiene,Skin Care,Morpheme Remedies,799.0,799.0,Aromatherapy,5.0
10033,Snacks & Branded Foods,Biscuits & Cookies,Bisk Farm,60.0,60.0,"Marie, Health, Digestive",4.2
10034,Fruits & Vegetables,Fresh Fruits,Fresho,228.3,327.5,Apples & Pomegranate,3.9434095831792573
10035,"Foodgrains, Oil & Masala","Atta, Flours & Sooji",Nirapara,53.0,53.0,Rice & Other Flours,4.3
10036,Gourmet & World Food,Drinks & Beverages,TGL Co.,315.0,450.0,Gourmet Tea & Tea Bags,3.9434095831792573
10037,Gourmet & World Food,Cooking & Baking Needs,Puramate,81.0,90.0,"Baking, Cake Decorations",2.0
10038,Beauty & Hygiene,Bath & Hand Wash,Santoor,175.97,208.0,Bathing Bars & Soaps,4.4
